title,price,price_label,mileage,first_registration,transmission,fuel_type,power_kW,power_PS,consumption,co2_emissions,vehicle_type,age_months,age_years
Citroen Berlingo XL BlueHDi 130 EAT8 MAX *ACC*Toter-Winkel*Keyless,38057,Keine Angabe,0,2025-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,0,0
Citroen Berlingo Navi LED ACC Apple CarPlay Android Auto Winter Pak,38235,Keine Angabe,0,2025-05-01,Automatik,Diesel,96,131,5.6,148.0,minivan,0,0
Citroen Berlingo Max XL 1.5 BlueHDi 130 EAT8 FAP *Navi*Sitzheizung*,38340,Keine Angabe,10,2025-05-01,Automatik,Diesel,96,131,5.7,148.0,minivan,0,0
Citroen Berlingo Blue HDi 130 EAT8 Max XL 7Sitzer,38700,Keine Angabe,10,2025-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,0,0
Citroen Berlingo ë- M 136 Max SHZ KAMERA NAVI ACC LED,38880,Keine Angabe,1500,2025-02-01,Automatik,Elektro,100,136,0.0,0.0,minivan,3,0
Citroen Berlingo XL Elektromotor 136 MAX Navi digitales Cockpit LED,39990,Keine Angabe,5000,2025-01-01,Automatik,Elektro,100,136,0.0,0.0,minivan,4,0
Citroen Berlingo ë 136 MAX M Elektro,40000,Keine Angabe,5,2025-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,0,0
Citroen Berlingo Behindertengerechtes Fahrzeug mit Rampe,40950,Keine Angabe,500,2025-05-01,Automatik,Diesel,96,131,5.7,148.0,minivan,0,0
Citroen Berlingo XL Elektro 136 Max KAM+SHZ+KLIMA,41590,Keine Angabe,5,2025-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,0,0
Citroen Berlingo Kombi Attraction,2000,Sehr guter Preis,200000,2012-12-01,Schaltgetriebe,Benzin,72,98,7.1,168.0,cargo,149,12
Citroen Berlingo Niveau Kasten L2 1.6 HDi *Klima/3.Sitze,3490,Fairer Preis,499998,2015-07-01,Schaltgetriebe,Diesel,66,90,6.0,157.0,cargo,118,9
Citroen Berlingo Niveau B L2,3700,Keine Angabe,203000,2012-06-01,N/A,Diesel,66,90,6.0,157.0,cargo,155,12
Citroen Berlingo Pharma Niveau B L2,3890,Sehr guter Preis,241936,2016-01-01,Schaltgetriebe,Diesel,66,90,5.5,146.0,cargo,112,9
Citroen Berlingo L1 1.6 BlueHDi 75 FAP Business,3900,Guter Preis,264700,2018-03-01,Schaltgetriebe,Diesel,55,75,4.3,112.0,cargo,86,7
Citroen Berlingo Kasten Niveau B L1.,3990,Sehr guter Preis,148000,2014-02-01,Schaltgetriebe,Diesel,66,90,6.0,157.0,cargo,135,11
Citroen Berlingo Berlingo L1 1.6 BlueHDi 75 FAP Profi,4000,Keine Angabe,169000,2016-04-01,Schaltgetriebe,Diesel,55,75,4.3,,cargo,109,9
Citroen Berlingo 1.6 HDi L1H1 Klima Tempom. 55KW Euro 5,4200,Fairer Preis,239061,2012-05-01,Schaltgetriebe,Diesel,55,75,5.3,139.0,cargo,156,13
Citroen Berlingo Kasten Niveau B L1,4500,Fairer Preis,173000,2015-06-01,Schaltgetriebe,Diesel,55,75,5.2,138.0,cargo,119,9
Citroen Berlingo Berlingo+L2+1.6+HDi+90+FAP+Niveau+B,4500,Sehr guter Preis,155000,2013-04-01,Schaltgetriebe,Diesel,66,90,5.5,,cargo,145,12
Citroen Berlingo Berlingo+1.6+HDi+90+FAP+CoolTech,4760,Sehr guter Preis,95000,2014-07-01,Schaltgetriebe,Diesel,66,90,,,cargo,130,10
Citroen Berlingo Kasten L1 Proline,4790,Fairer Preis,189902,2015-04-01,Schaltgetriebe,Diesel,66,90,5.3,140.0,cargo,121,10
Citroen Berlingo Berlingo 1.6 HDi L2 1.6 BlueHDi Proline,5000,Guter Preis,297250,2016-06-01,Automatik,Diesel,73,99,4.1,,cargo,107,8
Citroen Berlingo 1.6 Kasten Profi L1 TÜV 1.Hand,5499,Erhöhter Preis,166543,2015-08-01,Schaltgetriebe,Benzin,72,98,6.5,154.0,cargo,117,9
Citroen Berlingo Kasten Business L1,5500,Guter Preis,197000,2015-12-01,Schaltgetriebe,Diesel,55,75,,,cargo,113,9
Citroen Berlingo Niveau B L1,5599,Keine Angabe,101000,2012-12-01,N/A,Diesel,55,75,5.2,138.0,cargo,149,12
Citroen Berlingo L1 1.6 VTi Niveau B,5700,Sehr guter Preis,61000,2015-02-01,Schaltgetriebe,Benzin,72,98,7.1,164.0,cargo,123,10
Citroen Berlingo Kasten * Tempomat * HU/AU bis 05.26,5790,Sehr guter Preis,179771,2016-01-01,Schaltgetriebe,Diesel,66,90,5.0,132.0,cargo,112,9
Citroen Berlingo Berlingo L1 1.6 BlueHDi 100 S Euro 6,5900,Sehr guter Preis,89000,2017-02-01,Schaltgetriebe,Diesel,73,99,4.2,,cargo,99,8
Citroen Berlingo Kasten L1 Proline 1.6 HDI/ EURO5/3-Sitz,5900,Guter Preis,163000,2015-05-01,Schaltgetriebe,Diesel,66,90,5.3,140.0,cargo,120,10
Citroen Berlingo 1.6 HDi Klima Tempom. AHK 55KW Euro6,5900,Guter Preis,154185,2015-12-01,Schaltgetriebe,Diesel,55,75,,,cargo,113,9
Citroen Berlingo Berlingo L2 1.6 HDi 90 FAP Proline,6000,Guter Preis,132000,2014-04-01,Schaltgetriebe,Diesel,66,90,5.5,,cargo,133,11
Citroen Berlingo Kasten Business L1*3-Sitzer+PDC*,6290,Erhöhter Preis,149200,2017-04-01,Schaltgetriebe,Diesel,55,75,4.3,114.0,cargo,97,8
Citroen Berlingo Niveau B L2,6401,Erhöhter Preis,183661,2014-11-01,Schaltgetriebe,Diesel,66,90,6.0,157.0,cargo,126,10
Citroen Berlingo Kasten L1 Proline,6550,Sehr guter Preis,131000,2018-02-01,Schaltgetriebe,Diesel,73,99,4.2,111.0,cargo,87,7
Citroen Berlingo L2 LANG*KLIMA*AHK*PDC*E-PAKET*3SITZ*1HD,6698,Keine Angabe,133000,2012-10-01,Schaltgetriebe,Diesel,66,90,6.0,157.0,cargo,151,12
Citroen Berlingo Niveau B L2,6990,Guter Preis,132425,2013-03-01,Schaltgetriebe,Diesel,66,90,6.0,157.0,cargo,146,12
Citroen Berlingo Kasten Business L1/Beidseitig Schiebetü,6990,Fairer Preis,160000,2017-07-01,Schaltgetriebe,Diesel,55,75,4.3,114.0,cargo,94,7
"Citroen Berlingo 1,2 e-THP  Kasten Club M/L1",6990,Sehr guter Preis,219000,2020-03-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,62,5
Citroen Berlingo Kasten Niveau B L2*KLIMA*NAVI*PDC*1.HD*,6998,Erhöhter Preis,193000,2014-09-01,Schaltgetriebe,Diesel,66,90,5.7,151.0,cargo,128,10
Citroen Berlingo Kasten Business L2,7000,Guter Preis,160000,2016-10-01,Schaltgetriebe,Diesel,88,120,4.4,117.0,cargo,103,8
Citroen Berlingo 1.6 HDi 100 L1 Kasten geschl. Klima PDC,7185,Sehr guter Preis,104826,2017-12-01,Schaltgetriebe,Diesel,73,99,,,cargo,89,7
Citroen Berlingo Kasten Business L2,7200,Guter Preis,125000,2018-06-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,83,6
Citroen Berlingo 1.6 HDi Klima Tempom. Sitzheiz. 73KW E6,7300,Guter Preis,149287,2017-08-01,Schaltgetriebe,Diesel,73,99,4.2,110.0,cargo,93,7
Citroen Berlingo Club - 1.5D - KLIMA - EURO 6 - TÜV NEU,7450,Fairer Preis,263000,2019-09-01,Schaltgetriebe,Diesel,75,102,4.2,113.0,cargo,68,5
Citroen Berlingo 1.6 HDi Pickup *Einzelstück*nur 61 TKM*Klima*,7450,Sehr guter Preis,61450,2015-01-01,Schaltgetriebe,Diesel,66,90,5.1,133.0,cargo,124,10
Citroen Berlingo Kasten Business L1 *Kamera* 3 Sitzpl.,7490,Guter Preis,167189,2018-10-01,Schaltgetriebe,Benzin,72,98,6.5,154.0,cargo,79,6
Citroen Berlingo Kasten Business L1 *19%MwSt*TÜV NEU*AHK,7499,Guter Preis,90195,2016-09-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,104,8
Citroen Berlingo Kasten Electric Niveau B L1*3-Sitze*Kli,7795,Guter Preis,12756,2015-10-01,Automatik,Elektro,49,67,0.0,0.0,cargo,115,9
Citroen Berlingo Elektrowagen Aut Klima PTS 49Tkm Regale,7890,Guter Preis,49247,2018-01-01,Automatik,Elektro,49,67,0.0,0.0,cargo,88,7
Citroen Berlingo Kasten Proline*Navi*Phone*TÜV+SERVICE+G,7890,Fairer Preis,119980,2016-10-01,Schaltgetriebe,Diesel,55,75,5.1,135.0,cargo,103,8
"Citroen Berlingo Profi L1,1.Hand,Top gepflegt,Scheckheft,AHK,usw.!",7950,Guter Preis,111000,2018-02-01,Schaltgetriebe,Diesel,55,75,4.3,114.0,cargo,87,7
Citroen Berlingo Business XL/L2 3-Sitzer *TÜV 2/2027*,7980,Erhöhter Preis,86000,2015-09-01,Schaltgetriebe,Diesel,66,90,5.5,146.0,cargo,116,9
Citroen Berlingo Kasten Business L2,7990,Sehr guter Preis,185000,2018-05-01,Schaltgetriebe,Diesel,88,120,4.4,117.0,cargo,84,7
Citroen Berlingo Kasten Proline Kamera Klima tüv bis1/27,8450,Fairer Preis,159053,2018-11-01,Automatik,Diesel,73,99,4.2,111.0,cargo,78,6
Citroen Berlingo 1.6 Blue-HDI FAP Kasten Business L1,8499,Sehr guter Preis,91000,2018-05-01,Schaltgetriebe,Diesel,73,99,4.2,110.0,cargo,84,7
Citroen Berlingo L1 1.6 HDi 75 FAP Transline,8500,Guter Preis,70000,2017-01-01,Schaltgetriebe,Diesel,55,75,5.0,131.0,cargo,100,8
Citroen Berlingo Berlingo L1 1.6 BlueHDi 75 FAP Business,8550,Erhöhter Preis,146704,2017-08-01,Schaltgetriebe,Diesel,55,75,4.3,,cargo,93,7
Citroen Berlingo 1.5 Blue-HDI FAP 131PS Driver M/L1,8690,Keine Angabe,180200,2018-11-01,Schaltgetriebe,Diesel,96,131,4.5,119.0,cargo,78,6
Citroen Berlingo 1.6 HDI Kasten Niveau B L2 Klima AHK,8790,Keine Angabe,180000,2014-05-01,Schaltgetriebe,Diesel,66,90,6.0,157.0,cargo,132,11
Citroen Berlingo Kasten Business L2+Kamera+Bluetooth,8900,Keine Angabe,73989,2018-09-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,80,6
Citroen Berlingo 1.6 - 55kw,8900,Fairer Preis,61800,2017-08-01,Schaltgetriebe,Diesel,55,75,4.3,113.0,cargo,93,7
Citroen Berlingo Kasten Business L1. 3 Sitzer,8900,Sehr guter Preis,81000,2017-02-01,Schaltgetriebe,Benzin,72,98,6.5,150.0,cargo,99,8
Citroen Berlingo BERLINGO KASTEN/AUTOMATIK/TEMPOMAT/AHK/SITZHZG.,8900,Sehr guter Preis,106870,2016-04-01,Automatik,Diesel,73,99,4.2,110.0,cargo,109,9
Citroen Berlingo Business L1*Euro 6*Klima*Tempomat*,8900,Erhöhter Preis,113700,2017-05-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,96,8
Citroen Berlingo Kasten Business L2,8950,Guter Preis,86200,2016-08-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,105,8
Citroen Berlingo Kasten Control M/L1,8990,Keine Angabe,148790,2020-03-01,Schaltgetriebe,Diesel,75,102,4.4,114.0,cargo,62,5
Citroen Berlingo Kasten Electric 13'tkm Reifen NEU,8999,Guter Preis,13000,2017-10-01,Automatik,Elektro,49,67,0.0,0.0,cargo,91,7
Citroen Berlingo 600 2.0 HDi,9100,Keine Angabe,149000,2018-01-01,Schaltgetriebe,Diesel,66,90,5.5,,cargo,88,7
Citroen Berlingo Kasten Club M/L1 TÜV & Service Neu,9298,Fairer Preis,189213,2019-07-01,Schaltgetriebe,Diesel,73,99,4.2,109.0,cargo,70,5
Citroen Berlingo Kasten Worker  1.6 HDI M/L1*PDC*Navi,9450,Sehr guter Preis,109202,2019-03-01,Schaltgetriebe,Diesel,73,99,4.2,109.0,cargo,74,6
Citroen Berlingo Kasten Business L2*1.Hand*Mwst.*Klima,9490,Guter Preis,123700,2015-06-01,Schaltgetriebe,Diesel,73,99,4.2,110.0,cargo,119,9
"Citroen Berlingo 1.6 Kasten VTI 95 L1 ""Business"" - 1.Hd./60 TKM",9500,Keine Angabe,59800,2017-11-01,Schaltgetriebe,Benzin,72,98,6.5,150.0,cargo,90,7
Citroen Berlingo Club XL/L2,9750,Keine Angabe,156100,2019-03-01,Schaltgetriebe,Diesel,73,99,4.3,112.0,cargo,74,6
Citroen Berlingo Kasten Kasten 2x Schiebetür Klima TÜV,9790,Fairer Preis,164800,2019-01-01,Schaltgetriebe,Diesel,55,75,4.4,114.0,cargo,76,6
Citroen Berlingo Business L1 Klima AHK,9900,Sehr guter Preis,101970,2016-05-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,108,9
Citroen Berlingo Kasten Profi L1 ZV 1HAND OHNE KLIMA,9990,Sehr guter Preis,46900,2019-02-01,Schaltgetriebe,Benzin,72,98,6.5,154.0,cargo,75,6
Citroen Berlingo 1.6 HDI 3Sitzer*Hygieneausbau*Catering,9999,Guter Preis,87850,2017-12-01,Schaltgetriebe,Diesel,73,99,4.3,114.0,cargo,89,7
Citroen Berlingo Berlingo L1 1.6 BlueHDi 100 Service Solution,9999,Fairer Preis,75000,2018-01-01,Schaltgetriebe,Diesel,73,99,4.3,,cargo,88,7
"Citroen Berlingo XL BlueHDi Lang Top Zustand , TÜV & Serv. NEU",10000,Fairer Preis,200000,2019-05-01,Schaltgetriebe,Diesel,96,131,4.3,113.0,cargo,72,6
Citroen Berlingo Kasten Club XL/L2,10000,Sehr guter Preis,133440,2019-09-01,Schaltgetriebe,Diesel,75,102,4.2,113.0,cargo,68,5
Citroen Berlingo Kasten L1 Proline LED Kamera Bluetooth,10450,Fairer Preis,64000,2017-11-01,Schaltgetriebe,Diesel,55,75,4.3,114.0,cargo,90,7
Citroen Berlingo Kasten Club*3-Sitzer*Klima*Tempomat,10490,Guter Preis,92000,2019-05-01,Schaltgetriebe,Diesel,55,75,4.4,114.0,cargo,72,6
Citroen Berlingo L1 1.6,10650,Sehr guter Preis,45200,2017-12-01,Schaltgetriebe,Diesel,73,99,4.2,110.0,cargo,89,7
Citroen Berlingo Kasten Business L1 * TÜV & SERVICE NEU*,10990,Keine Angabe,80170,2017-12-01,Schaltgetriebe,Diesel,73,99,4.3,112.0,cargo,89,7
Citroen Berlingo Kasten Club M/L1/TEMPOMAT/NAVI/PDC/KAM,10990,Fairer Preis,111500,2019-11-01,Schaltgetriebe,Diesel,55,75,4.2,112.0,cargo,66,5
Citroen Berlingo 1.6 Kasten PDC 2 Schiebetüren nur 77tkm,10990,Erhöhter Preis,77000,2016-12-01,Schaltgetriebe,Benzin,72,98,,,cargo,101,8
Citroen Berlingo 1.5 BlueHDi 75 M Control,11490,Sehr guter Preis,44000,2019-05-01,Schaltgetriebe,Diesel,56,76,,,cargo,72,6
"Citroen Berlingo Berlingo Kasten 1,2i*Navi*Klimaauto.*Kamera*",11500,Guter Preis,91373,2020-02-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,63,5
Citroen Berlingo 1.2 Puretech 110 M S&S EHZ Control,11500,Sehr guter Preis,45000,2019-11-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,66,5
Citroen Berlingo Kasten Club M/L1*AC*PDC*R-CAM,11500,Erhöhter Preis,139000,2019-11-01,Schaltgetriebe,Diesel,55,75,4.2,112.0,cargo,66,5
Citroen Berlingo 1.6 BlueHDI L2 Business Aut. *AHK*PDC*,11750,Fairer Preis,99350,2017-09-01,Automatik,Diesel,73,99,,,cargo,92,7
"Citroen Berlingo Club M L1,1 HAND!,erst 47tkm!,PDC,Klima",11850,Sehr guter Preis,47000,2019-10-01,Schaltgetriebe,Benzin,81,110,5.3,,cargo,67,5
Citroen Berlingo Kasten AUTOMATIK AHK NAVI LKW ZUL.,11900,Sehr guter Preis,90238,2018-08-01,Automatik,Diesel,73,99,4.2,110.0,cargo,81,6
Citroen Berlingo Kasten Club M/L1 /,11900,Sehr guter Preis,54000,2020-10-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,55,4
Citroen Berlingo Kasten Worker M/L1 1. Hand 1.5 BlueHDI,11980,Guter Preis,66544,2020-10-01,Schaltgetriebe,Diesel,56,76,4.3,113.0,cargo,55,4
Citroen Berlingo 1.5 BlueHDi 75 M Control,11990,Guter Preis,55995,2020-07-01,Schaltgetriebe,Diesel,56,76,,,cargo,58,4
Citroen Berlingo Kasten 1.2 Club M/L1 Klima PDC Tempomat,11990,Sehr guter Preis,100000,2021-01-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,52,4
Citroen Berlingo Business L1,11990,Erhöhter Preis,101000,2018-02-01,Schaltgetriebe,Diesel,73,99,,,cargo,87,7
Citroen Berlingo Kasten Worker XL L2 1.5 BlueHDi Cam+PDC+Klima+BT+,11990,Guter Preis,125300,2020-02-01,Schaltgetriebe,Diesel,75,102,,156.0,cargo,63,5
Citroen Berlingo L2 Proline,11999,Keine Angabe,137037,2015-05-01,Schaltgetriebe,Diesel,66,90,5.5,146.0,cargo,120,10
Citroen Berlingo Kasten Club M L1 BlueHDi 100 + SHZ,12440,Guter Preis,136010,2021-11-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,42,3
Citroen Berlingo Kasten Club M/L1,12480,Fairer Preis,68000,2020-03-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,62,5
Citroen Berlingo Kasten Worker XL L2 1.5 BlueHDi 100 FAP TEMP+CAM+P,12490,Guter Preis,118500,2020-01-01,Schaltgetriebe,Diesel,75,102,,,cargo,64,5
"Citroen Berlingo Driver M, Kawa,",12500,Sehr guter Preis,83000,2020-02-01,Schaltgetriebe,Diesel,75,102,4.2,112.0,cargo,63,5
Citroen Berlingo Club M/L1*Klima*Tempomat*Tüv neu*Garantie*,12590,Sehr guter Preis,81700,2021-12-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,41,3
Citroen Berlingo Kasten Driver M/L1 Kamera/Klima/1.Hd.,12790,Keine Angabe,33824,2020-10-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,55,4
Citroen Berlingo Kasten Club XL/L2 Klima Fenster el.,12900,Keine Angabe,80500,2021-03-01,Schaltgetriebe,Diesel,96,131,,,cargo,50,4
Citroen Berlingo Club M / TÜV bis 11/26,12900,Sehr guter Preis,58000,2020-04-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,61,5
Citroen Berlingo Blue HD Club M/L,12900,Fairer Preis,68000,2020-01-01,Schaltgetriebe,Diesel,55,75,,,cargo,64,5
Citroen Berlingo 1.2i Kasten Club M/L1*Klima+AHK+1.Hand*,12900,Sehr guter Preis,76000,2020-02-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,63,5
Citroen Berlingo Club M/L1 3 SITZER*KLIMA*TEMPO*BLUETOOTH,12990,Guter Preis,93250,2020-01-01,Schaltgetriebe,Diesel,75,102,,,cargo,64,5
Citroen Berlingo Kasten Club M/L1 Klima,12990,Erhöhter Preis,88500,2020-04-01,Schaltgetriebe,Diesel,55,75,,,cargo,61,5
Citroen Berlingo Berlingo Kombi 5-Türer M PureTech 110 FEEL,13000,Keine Angabe,58600,2020-05-01,Schaltgetriebe,Benzin,81,110,5.4,,cargo,60,5
Citroen Berlingo L1 1.6 BlueHDi 100 S,13000,Erhöhter Preis,73800,2017-02-01,Schaltgetriebe,Diesel,73,99,4.2,110.0,cargo,99,8
Citroen Berlingo Club M/L1,13090,Guter Preis,127176,2022-03-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,38,3
Citroen Berlingo Kasten Worker XL/L2*KAMERA*APPLE-CARPLY,13250,Guter Preis,98110,2020-02-01,Schaltgetriebe,Diesel,75,102,4.2,113.0,cargo,63,5
Citroen Berlingo Kasten BlueHDi 130 Club XL|Regalsystem|,13388,Keine Angabe,82900,2019-08-01,Schaltgetriebe,Diesel,96,131,4.4,156.0,cargo,69,5
Citroen Berlingo 1.5 HDI Club XL/L2 NAVI/WIRLE/KLIMA/AHK,13490,Erhöhter Preis,141000,2019-03-01,Automatik,Diesel,96,131,,,cargo,74,6
Citroen Berlingo Kasten Club 1-Hand Scheckheft Kamera,13499,Fairer Preis,78000,2019-11-01,Schaltgetriebe,Diesel,56,76,4.2,112.0,cargo,66,5
Citroen Berlingo Kasten Worker M L1 1.2 PureTech 110 EU6d,13590,Guter Preis,94000,2021-04-01,Schaltgetriebe,Benzin,81,110,,,cargo,49,4
Citroen Berlingo 1.5 Club XL/L2 Klima/Multiflex/PDC/Allwetter,13780,Fairer Preis,135083,2022-06-01,Schaltgetriebe,Diesel,75,102,,,cargo,35,2
Citroen Berlingo Club M 1-Hand/TÜV/Klima/Rückfahrkamera,13800,Sehr guter Preis,92654,2022-08-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,33,2
Citroen Berlingo 1.5 BlueHDI Driver M Kamera+Navi,13880,Sehr guter Preis,103908,2020-05-01,Schaltgetriebe,Diesel,96,131,,,cargo,60,5
Citroen Berlingo 1.2 Puretech 110 Klima Radio Unfallfrei 2. Hand,13900,Guter Preis,40000,2020-10-01,Schaltgetriebe,Benzin,81,110,,,cargo,55,4
"Citroen Berlingo Kasten Business L1, BENZINER",13950,Keine Angabe,62190,2017-07-01,Schaltgetriebe,Benzin,72,98,6.5,154.0,cargo,94,7
Citroen Berlingo Kasten Club 1.5HDI*Klima*Kamera*Shz*Tem,13990,Keine Angabe,42993,2022-02-01,Schaltgetriebe,Diesel,96,131,4.4,117.0,cargo,39,3
"Citroen Berlingo 1.5 HDI Kasten Driver M/L1, Navi",13990,Guter Preis,96000,2019-09-01,Schaltgetriebe,Diesel,96,131,4.5,119.0,cargo,68,5
Citroen Berlingo Kasten Worker XL L2 1.5 PDC-KLIMA-AHK+KAMERA+ALLWE,13990,Fairer Preis,119500,2020-05-01,Schaltgetriebe,Diesel,75,102,,,cargo,60,5
Citroen Berlingo Kasten 2x Schiebtür Autom.KlimaTüvSitzh,14256,Erhöhter Preis,135314,2019-12-01,Automatik,Diesel,96,131,4.3,113.0,cargo,65,5
Citroen Berlingo Club M/L1 Rückfahrkamera 2 Schiebetüren,14440,Sehr guter Preis,34200,2019-04-01,Schaltgetriebe,Diesel,73,99,4.2,109.0,cargo,73,6
Citroen Berlingo BERLINGO KASTEN CLUB M/KAMERA/SITZHZG./TEMPO,14900,Sehr guter Preis,29538,2019-12-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,65,5
"Citroen Berlingo Kasten Club M/L1, BENZINER",14950,Keine Angabe,113401,2022-02-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,39,3
"Citroen Berlingo Kasten Club M/L11,5 Blue HDI 100",14950,Keine Angabe,79820,2020-12-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,53,4
Citroen Berlingo Kasten Club M/L1,14990,Sehr guter Preis,46200,2023-09-01,Schaltgetriebe,Benzin,81,110,5.3,121.0,cargo,20,1
"Citroen Berlingo 1.5 BlueHDi 75 M Club,Klimaanlage,3Sitzplätze",14990,Erhöhter Preis,79490,2021-09-01,Schaltgetriebe,Diesel,56,76,,,cargo,44,3
Citroen Berlingo Worker XL L2 HDi FAP 100 Klimaanlage Parkhilfe hin,14990,Fairer Preis,50500,2020-10-01,Schaltgetriebe,Diesel,75,102,4.2,113.0,cargo,55,4
Citroen Berlingo Kasten BlueHDi 100 Club M |AHK|NAV|RFK|,14994,Guter Preis,79800,2019-12-01,Schaltgetriebe,Diesel,75,102,,,cargo,65,5
Citroen Berlingo 1.6 Blue HDi 100 XL L2 Club Kastenwagen,15350,Erhöhter Preis,89500,2019-06-01,Schaltgetriebe,Diesel,73,99,4.3,112.0,cargo,71,5
Citroen Berlingo Berlingo+1.5+BlueHDi+100+M+S,15550,Erhöhter Preis,79000,2020-10-01,Schaltgetriebe,Diesel,75,102,4.2,,cargo,55,4
Citroen Berlingo 1.5 BlueHDi 100  Club M/L1 KLIMA PDC,15950,Guter Preis,38500,2022-01-01,Schaltgetriebe,Diesel,75,102,,,cargo,40,3
Citroen Berlingo 1.5 Club XL L2 #KLIMA #PDC #SORTIMO,15950,Fairer Preis,32300,2020-05-01,Schaltgetriebe,Diesel,75,102,4.2,113.0,cargo,60,5
Citroen Berlingo 1.5 BlueHDi 100 M S&S Club,15985,Guter Preis,29150,2022-01-01,Schaltgetriebe,Diesel,75,102,,,cargo,40,3
Citroen Berlingo Kawa 1.5 BlueHDi 100 M S&S Club,15990,Fairer Preis,46713,2021-07-01,Schaltgetriebe,Diesel,75,102,,,cargo,46,3
Citroen Berlingo XL Kasten Kamera*Klima*PDC*Totwinkel,15990,Fairer Preis,26232,2020-03-01,Schaltgetriebe,Benzin,81,110,,,cargo,62,5
Citroen Berlingo 1.5 Blue HDi 100 XL L2 Club Kastenwagen,15990,Erhöhter Preis,75000,2020-01-01,Schaltgetriebe,Diesel,75,102,4.2,110.0,cargo,64,5
Citroen Berlingo Kasten Worker M L1 1.2 PureTech 110 Klima+BT+USB,15990,Guter Preis,33100,2020-02-01,Schaltgetriebe,Benzin,81,110,,,cargo,63,5
Citroen Berlingo Kasten Club XL/L2/ Kühlwagen/,15999,Keine Angabe,157600,2019-03-01,Schaltgetriebe,Diesel,73,99,4.3,112.0,cargo,74,6
"Citroen Berlingo Kasten Driver XL/L2""TÜV""GARANTIE",15999,Guter Preis,100000,2021-01-01,Schaltgetriebe,Diesel,96,131,,,cargo,52,4
"Citroen Berlingo Club XL/L2,Navi,Klima,PDC,DAB",16600,Sehr guter Preis,24118,2021-03-01,Schaltgetriebe,Diesel,96,131,4.4,116.0,cargo,50,4
Citroen Berlingo XL L2 Blue HDi 100 Club Kastenwagen,16900,Hoher Preis,65000,2019-08-01,Schaltgetriebe,Diesel,73,99,4.1,108.0,cargo,69,5
"Citroen Berlingo Kastenwagen, Klimaanlage, PDC, DAB ,Schiebetür rec",16990,Sehr guter Preis,48748,2021-11-01,Schaltgetriebe,Benzin,96,131,6.0,119.0,cargo,42,3
Citroen Berlingo 100 Club M PDC NSW Temp Klim LichtS BT,17088,Keine Angabe,10,2022-02-01,Schaltgetriebe,Diesel,75,102,5.3,140.0,cargo,39,3
Citroen Berlingo Berlingo Club L2 Elektromotor 136,17300,Fairer Preis,26000,2022-12-01,Automatik,Elektro,49,67,0.0,0.0,cargo,29,2
"Citroen Berlingo 1.2 PURETECH 130 XL AUT,NAVI,KAMERA,SH",17840,Guter Preis,85239,2020-01-01,Automatik,Benzin,96,131,5.5,126.0,cargo,64,5
Citroen Berlingo BERLINGO XL/L2 130 AUTOMATIK/STANDHZ/KAMERA,17900,Guter Preis,89832,2021-05-01,Automatik,Diesel,96,131,4.3,113.0,cargo,48,4
Citroen Berlingo Kasten Club l 1.HAND l 2 SCHIEBETÜREN l,17990,Fairer Preis,19500,2021-11-01,Schaltgetriebe,Diesel,75,102,4.0,106.0,cargo,42,3
Citroen Berlingo Kasten Club XL/L2-KLIMA-NAVI-PDC+KAMERA,17990,Keine Angabe,25651,2021-04-01,Schaltgetriebe,Diesel,96,131,4.4,116.0,cargo,49,4
"Citroen Berlingo Kasten Club M/L1 mit AHK, Klima",18433,Sehr guter Preis,83750,2023-09-01,Schaltgetriebe,Diesel,96,131,4.4,141.0,cargo,20,1
Citroen Berlingo 100 Club M Nav RFK 2xPDC CarPlay/Androi,18668,Keine Angabe,10,2022-05-01,Schaltgetriebe,Diesel,75,102,5.2,136.0,cargo,36,3
